,종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액,EPS,PER,BPS,PBR,주당배당금,배당수익률
586,100840,S&TC,KOSPI,기계,16050,-150,-0.93,120482711550,2148.0,7.47,32631.0,0.49,800,4.98
587,032790,엠젠플러스,KOSDAQ,정보기기,4075,0,0.0,120352455875,,,1319.0,3.09,0,0.0
588,034300,신세계건설,KOSPI,건설업,30000,650,2.21,120000000000,4379.0,6.85,49395.0,0.61,800,2.67
589,053690,한미글로벌,KOSPI,서비스업,10950,-100,-0.9,119985172500,2222.0,4.93,10777.0,1.02,200,1.83
590,075180,새론오토모티브,KOSPI,운수장비,6240,-10,-0.16,119808000000,,,11092.0,0.56,140,2.24
591,002360,SH에너지화학,KOSPI,화학,1070,25,2.39,118913091100,,,876.0,1.22,0,0.0
592,010100,한국프랜지,KOSPI,운수장비,3860,-245,-5.97,117538621200,373.0,10.35,7092.0,0.54,50,1.3
593,267290,경동도시가스,KOSPI,전기가스업,19900,-750,-3.63,117318579400,4167.0,4.78,57537.0,0.35,875,4.4
594,010600,웰바이오텍,KOSPI,유통업,2595,-85,-3.17,116980438365,,,1774.0,1.46,0,0.0
595,009190,대양금속,KOSPI,철강금속,3955,-145,-3.54,116933288745,230.0,17.2,1907.0,2.07,0,0.0
596,078000,텔코웨어,KOSPI,서비스업,11950,50,0.42,115947336700,761.0,15.7,11450.0,1.04,550,4.6
597,014580,태경비케이,KOSPI,비금속광물,4200,-90,-2.1,115849020000,148.0,28.38,4846.0,0.87,100,2.38
598,008250,이건산업,KOSPI,종이목재,10550,-350,-3.21,115550299250,73.0,144.52,16294.0,0.65,200,1.9
599,009200,무림페이퍼,KOSPI,종이목재,2755,-30,-1.08,114633649050,,,10529.0,0.26,50,1.81
600,011810,STX,KOSPI,유통업,5800,10,0.17,114416031600,,,2864.0,2.03,0,0.0
601,003650,미창석유,KOSPI,화학,65700,100,0.15,114296450400,11366.0,5.78,148274.0,0.44,2000,3.04
602,071970,STX중공업,KOSPI,기계,4025,-35,-0.86,114173053400,,,4813.0,0.84,0,0.0
603,000220,유유제약,KOSPI,의약품,14200,-400,-2.74,114100507400,756.0,18.78,11570.0,1.23,210,1.48
604,264900,크라운제과,KOSPI,음식료품,9050,120,1.34,113340842500,1425.0,6.35,10682.0,0.85,250,2.76
605,092440,기신정기,KOSPI,기계,3870,75,1.98,113004000000,298.0,12.99,8125.0,0.48,150,3.88
606,002140,고려산업,KOSPI,음식료품,4500,-405,-8.26,112227412500,182.0,24.73,3842.0,1.17,30,0.67
607,006340,대원전선,KOSPI,전기전자,1570,-20,-1.26,111496638190,,,1136.0,1.38,0,0.0
608,005360,모나미,KOSPI,유통업,5900,-270,-4.38,111494111300,,,3873.0,1.52,70,1.19
609,006220,제주은행,KOSPI,은행,3465,110,3.28,111326201910,796.0,4.35,15491.0,0.22,100,2.89
610,012160,영흥,KOSPI,철강금속,1200,-25,-2.04,111280838400,20.0,60.0,1937.0,0.62,30,2.5
611,134790,시디즈,KOSPI,기타제조업,55500,-700,-1.25,111000000000,4655.0,11.92,16020.0,3.46,300,0.54
612,058430,포스코강판,KOSPI,철강금속,18450,450,2.5,110700000000,446.0,41.37,36256.0,0.51,400,2.17
613,005110,한창,KOSPI,유통업,1655,145,9.6,110537895195,,,593.0,2.79,0,0.0
614,001290,상상인증권,KOSPI,증권,1145,-10,-0.87,110044160365,,,1587.0,0.72,0,0.0
615,009070,KCTC,KOSPI,운수창고업,3665,-135,-3.55,109950000000,239.0,15.33,6409.0,0.57,45,1.23
616,034590,인천도시가스,KOSPI,전기가스업,24900,0,0.0,108931374600,2598.0,9.58,42280.0,0.59,1250,5.02
617,002070,비비안,KOSPI,섬유의복,4070,100,2.52,108815072300,,,6310.0,0.65,0,0.0
618,003720,삼영화학,KOSPI,화학,3200,180,5.96,108800000000,,,1285.0,2.49,0,0.0
619,012600,센트럴인사이트,KOSPI,기계,10050,-50,-0.5,107491604100,,,801.0,12.55,0,0.0
620,010960,삼호개발,KOSPI,건설업,4295,-35,-0.81,107375000000,907.0,4.74,7624.0,0.56,190,4.42
621,014710,사조씨푸드,KOSPI,음식료품,6230,-50,-0.8,107271522890,,,11862.0,0.53,0,0.0
622,010820,퍼스텍,KOSPI,기계,2230,0,0.0,107177055800,,,583.0,3.83,0,0.0
623,002870,신풍제지,KOSPI,종이목재,3065,-150,-4.67,107148415500,709.0,4.32,1981.0,1.55,60,1.96
624,002600,조흥,KOSPI,음식료품,177500,-500,-0.28,106500000000,13076.0,13.57,215770.0,0.82,6000,3.38
625,001380,SG충방,KOSPI,운수장비,2335,-85,-3.51,104991273905,17.0,137.35,2893.0,0.81,0,0.0
626,227840,현대코퍼레이션홀딩스,KOSPI,유통업,11500,250,2.22,104659614000,1183.0,9.72,19704.0,0.58,500,4.35
627,004080,신흥,KOSPI,유통업,10900,-150,-1.36,104640000000,214.0,50.93,9162.0,1.19,200,1.83
628,023000,삼원강재,KOSPI,운수장비,2610,45,1.75,104400000000,261.0,10.0,5249.0,0.5,115,4.41
629,011330,유니켐,KOSPI,기타제조업,1510,110,7.86,103752617930,235.0,6.43,1238.0,1.22,0,0.0
630,031820,콤텍시스템,KOSPI,서비스업,1515,-25,-1.62,102794970990,20.0,75.75,1398.0,1.08,0,0.0
631,027970,세하,KOSPI,종이목재,1780,-60,-3.26,102462134660,323.0,5.51,1090.0,1.63,0,0.0
632,000040,KR모터스,KOSPI,운수장비,1115,-5,-0.45,102202035070,,,318.0,3.51,0,0.0
633,016740,두올,KOSPI,운수장비,3755,225,6.37,101635383400,374.0,10.04,5223.0,0.72,80,2.13
634,015230,대창단조,KOSPI,운수장비,7100,10,0.14,101431416500,1039.0,6.83,12724.0,0.56,220,3.1
635,001550,조비,KOSPI,화학,19400,100,0.52,100729436600,,,9237.0,2.1,0,0.0
636,007280,한국특수형강,KOSPI,철강금속,1885,-10,-0.53,100362067260,,,2085.0,0.9,0,0.0
637,155660,DSR,KOSPI,철강금속,6250,-140,-2.19,100000000000,546.0,11.45,9613.0,0.65,50,0.8
638,019440,세아특수강,KOSPI,철강금속,11600,0,0.0,99412000000,1304.0,8.9,37014.0,0.31,900,7.76
639,006980,우성사료,KOSPI,음식료품,3205,0,0.0,99034500000,464.0,6.91,5612.0,0.57,15,0.47
640,194370,제이에스코퍼레이션,KOSPI,기타제조업,7370,-70,-0.94,98283379370,646.0,11.41,11755.0,0.63,500,6.78
641,006370,대구백화점,KOSPI,유통업,9070,90,1.0,98152011770,,,25376.0,0.36,100,1.1
642,005750,대림B&Co,KOSPI,비금속광물,5880,-320,-5.16,98032771200,132.0,44.55,9607.0,0.61,130,2.21
643,000650,천일고속,KOSPI,운수창고업,67800,-1000,-1.45,96901116000,506.0,133.99,35686.0,1.9,5000,7.37
644,007980,태평양물산,KOSPI,섬유의복,2005,20,1.01,96539921935,241.0,8.32,3458.0,0.58,30,1.5
645,058850,KTcs,KOSPI,서비스업,2245,10,0.45,95827825000,178.0,12.61,3715.0,0.6,80,3.56
646,010040,한국내화,KOSPI,비금속광물,4150,-130,-3.04,94884072800,193.0,21.5,6144.0,0.68,35,0.84
647,000500,가온전선,KOSPI,전기전자,22800,-350,-1.51,94855911600,1391.0,16.39,61708.0,0.37,600,2.63
648,002880,대유에이텍,KOSPI,운수장비,886,-12,-1.34,94727564482,94.0,9.43,1013.0,0.87,0,0.0
649,085310,엔케이,KOSPI,기계,1180,0,0.0,94380355360,,,1121.0,1.05,0,0.0
650,005800,신영와코루,KOSPI,섬유의복,104500,2000,1.95,94050000000,4238.0,24.66,343727.0,0.3,1500,1.44
651,006090,사조오양,KOSPI,음식료품,9940,-160,-1.58,93662025660,1402.0,7.09,17782.0,0.56,100,1.01
652,008600,윌비스,KOSPI,유통업,1425,35,2.52,92849976150,,,1697.0,0.84,0,0.0
653,035000,지투알,KOSPI,서비스업,5590,-110,-1.93,92611816310,941.0,5.94,8625.0,0.65,300,5.37
654,014990,인디에프,KOSPI,섬유의복,1570,25,1.62,92524802150,,,1063.0,1.48,0,0.0
655,002200,한국수출포장,KOSPI,종이목재,23100,-100,-0.43,92400000000,4505.0,5.13,61942.0,0.37,600,2.6
656,000300,대유플러스,KOSPI,전기전자,790,-10,-1.25,92163680730,152.0,5.2,953.0,0.83,0,0.0
657,004140,동방,KOSPI,운수창고업,2320,35,1.53,91979782560,,,2695.0,0.86,0,0.0
658,058860,KTis,KOSPI,서비스업,2640,0,0.0,91877280000,272.0,9.71,4835.0,0.55,90,3.41
659,000910,유니온,KOSPI,비금속광물,5880,-20,-0.34,91796319720,,,6355.0,0.93,100,1.7
660,001140,국보,KOSPI,운수창고업,1850,-50,-2.63,91346423250,,,1333.0,1.39,0,0.0
661,017040,광명전기,KOSPI,전기전자,2080,-5,-0.24,90142239200,185.0,11.24,2255.0,0.92,15,0.72
662,105840,우진,KOSPI,의료정밀,4420,-65,-1.45,89293874280,,,5704.0,0.77,100,2.26
663,001020,페이퍼코리아,KOSPI,종이목재,2500,-85,-3.29,88564712500,,,436.0,5.73,0,0.0
664,013000,세우글로벌,KOSPI,유통업,3075,-20,-0.65,88267970325,3.0,1025.0,1387.0,2.22,0,0.0
665,026940,부국철강,KOSPI,철강금속,4400,-50,-1.12,88000000000,92.0,47.83,5627.0,0.78,75,1.7
666,145210,세화아이엠씨,KOSPI,기계,578,-25,-4.15,87607125916,,,588.0,0.98,0,0.0
667,016880,웅진,KOSPI,기타금융,1100,-20,-1.79,87316163000,,,917.0,1.2,0,0.0
668,025620,제이준코스메틱,KOSPI,화학,2360,-45,-1.87,87106254800,,,1906.0,1.24,0,0.0
669,007590,동방아그로,KOSPI,화학,6380,10,0.16,86880141260,555.0,11.5,10032.0,0.64,250,3.92
670,005190,동성화학,KOSPI,화학,16250,-50,-0.31,86702915000,2517.0,6.46,21972.0,0.74,600,3.69
671,003080,성보화학,KOSPI,화학,4325,-15,-0.35,86586500000,,,7324.0,0.59,135,3.12
672,100220,비상교육,KOSPI,서비스업,6600,-50,-0.75,85778490600,921.0,7.17,16496.0,0.4,250,3.79
673,092780,동양피스톤,KOSPI,운수장비,6500,400,6.56,85594990000,753.0,8.63,8059.0,0.81,120,1.85
674,009180,한솔로지스틱스,KOSPI,운수창고업,3085,0,0.0,84767856125,215.0,14.35,1713.0,1.8,40,1.3
675,004910,조광페인트,KOSPI,화학,6620,-150,-2.22,84736000000,,,13495.0,0.49,200,3.02
676,005870,휴니드,KOSPI,전기전자,5980,40,0.67,84413769700,589.0,10.15,8207.0,0.73,0,0.0
677,014130,한익스프레스,KOSPI,운수창고업,6990,-260,-3.59,83880000000,479.0,14.59,5960.0,1.17,70,1.0
678,004450,삼화왕관,KOSPI,기계,38900,-300,-0.77,83805343100,4547.0,8.56,67349.0,0.58,1350,3.47
679,015540,쎌마테라퓨틱스,KOSPI,서비스업,7260,-860,-10.59,83699175120,,,346.0,20.98,0,0.0
680,016090,대현,KOSPI,섬유의복,1870,5,0.27,82807919700,376.0,4.97,4498.0,0.42,100,5.35
681,004870,티웨이홀딩스,KOSPI,비금속광물,1075,-30,-2.71,82431920200,,,2103.0,0.51,0,0.0
682,003610,방림,KOSPI,섬유의복,1945,5,0.26,82300905050,144.0,13.51,4475.0,0.43,40,2.06
683,133820,화인베스틸,KOSPI,철강금속,2770,-20,-0.72,81853500000,,,3118.0,0.89,0,0.0
684,021820,세원정공,KOSPI,운수장비,8090,0,0.0,80900000000,760.0,10.64,41536.0,0.19,25,0.31
685,041650,상신브레이크,KOSPI,운수장비,3745,-70,-1.83,80410580250,210.0,17.83,7924.0,0.47,100,2.67
686,009310,참엔지니어링,KOSPI,기계,1450,0,0.0,80395281900,,,1002.0,1.45,0,0.0
687,008260,NI스틸,KOSPI,철강금속,2805,75,2.75,80223328185,224.0,12.52,3877.0,0.72,50,1.78
688,011090,에넥스,KOSPI,기타제조업,1335,-50,-3.61,80088840735,,,903.0,1.48,0,0.0
689,001080,만호제강,KOSPI,철강금속,19200,300,1.59,79680000000,420.0,45.71,55976.0,0.34,200,1.04
690,008420,문배철강,KOSPI,철강금속,3875,20,0.52,79451081875,121.0,32.02,5430.0,0.71,50,1.29
691,009770,삼정펄프,KOSPI,종이목재,31250,700,2.29,78124093750,1868.0,16.73,73851.0,0.42,0,0.0
692,002920,유성기업,KOSPI,운수장비,3010,150,5.24,78101975000,678.0,4.44,10636.0,0.28,200,6.64
693,004410,서울식품,KOSPI,음식료품,218,-10,-4.39,77943688172,,,73.0,2.99,0,0.0
694,058730,다스코,KOSPI,기계,5060,-90,-1.75,77924000000,125.0,40.48,8008.0,0.63,0,0.0
695,014440,영보화학,KOSPI,화학,3785,-25,-0.66,75700000000,263.0,14.39,7274.0,0.52,100,2.64
696,159910,스킨앤스킨,KOSDAQ,반도체,263,0,0.0,75277601849,,,282.0,0.93,0,0.0
697,111110,호전실업,KOSPI,섬유의복,9300,100,1.09,74400000000,346.0,26.88,14353.0,0.65,250,2.69
698,069730,DSR제강,KOSPI,철강금속,5150,-40,-0.77,74160000000,469.0,10.98,9851.0,0.52,40,0.78
699,024890,대원화성,KOSPI,화학,1785,-25,-1.38,73629736320,104.0,17.16,1925.0,0.93,10,0.56
700,001560,제일연마,KOSPI,비금속광물,7300,-30,-0.41,73000000000,853.0,8.56,8396.0,0.87,220,3.01
701,000850,화천기공,KOSPI,기계,32900,550,1.7,72380000000,3388.0,9.71,134845.0,0.24,1250,3.8
702,012320,경동인베스트,KOSPI,기타금융,30600,-600,-1.92,72369703800,4007.0,7.64,171962.0,0.18,500,1.63
703,013360,일성건설,KOSPI,건설업,1335,-70,-4.98,72123214800,30.0,44.5,1688.0,0.79,15,1.12
704,023810,인팩,KOSPI,운수장비,7170,270,3.91,71700000000,,,9376.0,0.76,120,1.67
705,011690,유양디앤유,KOSPI,전기전자,1220,0,0.0,71362925220,,,1985.0,0.61,0,0.0
706,008870,금비,KOSPI,비금속광물,71000,-3800,-5.08,71000000000,8088.0,8.78,103528.0,0.69,1700,2.39
707,084670,동양고속,KOSPI,운수창고업,24450,-200,-0.81,70796662050,12104.0,2.02,45514.0,0.54,4700,19.22
708,019180,티에이치엔,KOSPI,전기전자,3900,900,30.0,70200000000,959.0,4.07,3503.0,1.11,60,1.54
709,000590,CS홀딩스,KOSPI,기타금융,60400,500,0.83,69730712800,8435.0,7.16,195584.0,0.31,500,0.83
710,069460,대호에이엘,KOSPI,철강금속,2555,5,0.2,69329513645,,,972.0,2.63,0,0.0
711,025820,이구산업,KOSPI,철강금속,2060,-20,-0.96,68890520000,,,3027.0,0.68,30,1.46
712,017370,우신시스템,KOSPI,기계,3720,0,0.0,68128280880,347.0,10.72,6224.0,0.6,0,0.0
713,090080,평화산업,KOSPI,운수장비,1240,10,0.81,68078801160,,,610.0,2.03,0,0.0
714,004090,한국석유,KOSPI,비금속광물,100500,-1500,-1.47,65847600000,,,212214.0,0.47,1500,1.49
715,003010,혜인,KOSPI,유통업,5170,-80,-1.52,65724901990,412.0,12.55,8192.0,0.63,60,1.16
716,114190,강원,KOSDAQ,금속,2500,0,0.0,65307595000,,,1211.0,2.06,0,0.0
717,003780,진양산업,KOSPI,화학,5000,-190,-3.66,65000000000,525.0,9.52,3159.0,1.58,200,4.0
718,090370,메타랩스,KOSPI,섬유의복,1005,-15,-1.47,64008386685,,,1022.0,0.98,0,0.0
719,006660,삼성공조,KOSPI,운수장비,7870,-190,-2.36,63954091180,593.0,13.27,26712.0,0.29,60,0.76
720,024900,덕양산업,KOSPI,운수장비,1950,40,2.09,63501711000,,,1439.0,1.36,0,0.0
721,010400,우진아이엔에스,KOSPI,건설업,8040,-20,-0.25,61280880000,279.0,28.82,14032.0,0.57,250,3.11
722,006570,대림통상,KOSPI,기계,4025,0,0.0,61280625000,,,6005.0,0.67,140,3.48
723,049800,우진플라임,KOSPI,기계,6080,260,4.47,60800000000,,,5263.0,1.16,0,0.0
724,044380,주연테크,KOSPI,전기전자,1100,-5,-0.45,60073297900,,,731.0,1.5,0,0.0
725,051630,진양화학,KOSPI,화학,4990,-120,-2.35,59880000000,,,2221.0,2.25,0,0.0
726,257370,명성티엔에스,KOSDAQ,IT부품,9210,0,0.0,59319850890,79.0,116.58,6005.0,1.53,0,0.0
727,023150,MH에탄올,KOSPI,음식료품,8000,-200,-2.44,59028208000,,,7785.0,1.03,350,4.38
728,005010,휴스틸,KOSPI,철강금속,7680,-110,-1.41,58534410240,,,52030.0,0.15,300,3.91
729,010660,화천기계,KOSPI,기계,2645,-20,-0.75,58190000000,,,5663.0,0.47,0,0.0
730,002820,선창산업,KOSPI,종이목재,4610,-190,-3.96,58122829290,,,17354.0,0.27,0,0.0
731,010770,평화홀딩스,KOSPI,운수장비,3960,400,11.24,57916845360,,,7971.0,0.5,150,3.79
732,115530,씨엔플러스,KOSDAQ,IT부품,839,0,0.0,57020957000,,,222.0,3.78,0,0.0
733,007610,선도전기,KOSPI,전기전자,3135,-10,-0.32,56430000000,,,4797.0,0.65,25,0.8
734,007120,미래아이앤지,KOSPI,서비스업,430,-19,-4.23,55678183640,109.0,3.94,537.0,0.8,0,0.0
735,072130,유엔젤,KOSPI,서비스업,4185,-15,-0.36,55222974990,,,2745.0,1.52,0,0.0
736,123700,SJM,KOSPI,운수장비,3530,100,2.92,55085289940,438.0,8.06,10621.0,0.33,125,3.54
737,012170,키위미디어그룹,KOSPI,서비스업,1485,0,0.0,54962074530,,,,,0,0.0
738,003680,한성기업,KOSPI,음식료품,8830,50,0.57,54830017450,,,8081.0,1.09,0,0.0
739,007630,폴루스바이오팜,KOSPI,유통업,1225,0,0.0,54281847200,,,1509.0,0.81,0,0.0
740,088790,진도,KOSPI,유통업,4360,-90,-2.02,54272163840,,,8030.0,0.54,100,2.29
741,109070,컨버즈,KOSPI,종이목재,4100,0,0.0,53879690800,,,1010.0,4.06,0,0.0
742,023350,한국종합기술,KOSPI,서비스업,4920,-80,-1.6,53874000000,,,8724.0,0.56,100,2.03
743,011700,한신기계,KOSPI,기계,1645,-15,-0.9,53373918395,51.0,32.25,2496.0,0.66,15,0.91
744,025560,미래산업,KOSPI,의료정밀,3135,5,0.16,52869793680,,,3850.0,0.81,0,0.0
745,000950,전방,KOSPI,섬유의복,31300,50,0.16,52584000000,,,50283.0,0.62,0,0.0
746,024830,세원물산,KOSDAQ,운송장비·부품,6280,0,0.0,52438000000,1572.0,3.99,22641.0,0.28,25,0.4
747,002220,한일철강,KOSPI,철강금속,2085,5,0.24,51879706005,,,6586.0,0.32,0,0.0
748,033250,체시스,KOSPI,운수장비,2100,-90,-4.11,50400000000,,,954.0,2.2,0,0.0
749,001620,케이비아이동국실업,KOSPI,운수장비,744,20,2.76,49135301568,,,2665.0,0.28,0,0.0
750,018470,조일알미늄,KOSPI,철강금속,583,-23,-3.8,48840587719,,,1617.0,0.36,0,0.0
751,060300,레드로버,KOSDAQ,오락·문화,1830,0,0.0,48840480210,,,312.0,5.87,0,0.0
752,006880,신송홀딩스,KOSPI,유통업,4100,20,0.49,48498317800,,,7609.0,0.54,80,1.95
753,009140,경인전자,KOSPI,전기전자,30250,-1200,-3.82,47516609250,182.0,166.21,34673.0,0.87,250,0.83
754,025530,SJM홀딩스,KOSPI,유통업,3140,20,0.64,46892785120,363.0,8.65,10066.0,0.31,175,5.57
755,008110,대동전자,KOSPI,전기전자,4365,-15,-0.34,45790801155,512.0,8.53,13257.0,0.33,500,11.45
756,050320,아래스,KOSDAQ,컴퓨터서비스,990,0,0.0,45205142400,,,60.0,16.5,0,0.0
757,000760,이화산업,KOSPI,유통업,15900,-50,-0.31,44520000000,,,36329.0,0.44,0,0.0
758,006200,한국전자홀딩스,KOSPI,기타금융,951,-9,-0.94,44509782336,,,2289.0,0.42,0,0.0
759,223310,경남제약헬스케어,KOSDAQ,소프트웨어,3320,0,0.0,44267239920,,,4820.0,0.69,0,0.0
760,011230,삼화전자,KOSPI,전기전자,4200,175,4.35,43923348000,,,1132.0,3.71,0,0.0
761,005820,원림,KOSPI,섬유의복,19900,-50,-0.25,43780000000,1450.0,13.72,39414.0,0.5,250,1.26
762,030720,동원수산,KOSPI,"농업, 임업 및 어업",9400,-50,-0.53,43745767000,1304.0,7.21,10939.0,0.86,0,0.0
763,065420,에스아이리소스,KOSDAQ,광업,639,0,0.0,43500682854,,,178.0,3.59,0,0.0
764,004100,태양금속,KOSPI,운수장비,1180,-20,-1.67,43306000000,,,1773.0,0.67,5,0.42
765,069640,한세엠케이,KOSPI,유통업,3335,15,0.45,43052588870,,,7793.0,0.43,0,0.0
766,024070,WISCOM,KOSPI,화학,2720,-295,-9.78,41687911360,70.0,38.86,7697.0,0.35,50,1.84
767,005030,부산주공,KOSPI,운수장비,732,-3,-0.41,41613846444,,,709.0,1.03,0,0.0
768,011420,갤럭시아에스엠,KOSPI,서비스업,1455,-40,-2.68,40084732020,,,791.0,1.84,0,0.0
769,071090,하이스틸,KOSPI,철강금속,19850,0,0.0,39698888400,16.0,1240.63,63833.0,0.31,100,0.5
770,001210,금호전기,KOSPI,전기전자,3250,-75,-2.26,38940915000,,,3098.0,1.05,0,0.0
771,002690,동일제강,KOSPI,철강금속,2575,-10,-0.39,38625000000,74.0,34.8,8703.0,0.3,10,0.39
772,014910,성문전자,KOSPI,전기전자,1930,20,1.05,37609634010,,,1356.0,1.42,0,0.0
773,010640,진양폴리,KOSPI,화학,3720,-100,-2.62,37200000000,755.0,4.93,2658.0,1.4,100,2.69
774,010420,한솔PNS,KOSPI,유통업,1810,-35,-1.9,37092351720,154.0,11.75,2004.0,0.9,25,1.38
775,018500,동원금속,KOSPI,운수장비,784,24,3.16,36655867472,350.0,2.24,1363.0,0.58,0,0.0
776,015260,에이엔피,KOSPI,전기전자,1655,-170,-9.32,36122706895,,,4707.0,0.35,0,0.0
777,084870,TBH글로벌,KOSPI,섬유의복,1730,0,0.0,36082296870,,,5163.0,0.34,0,0.0
778,071950,코아스,KOSPI,기타제조업,1120,-5,-0.44,34616075200,70.0,16.0,811.0,1.38,0,0.0
779,001420,태원물산,KOSPI,운수장비,4275,-10,-0.23,32490000000,73.0,58.56,4237.0,1.01,85,1.99
780,003280,흥아해운,KOSPI,운수창고업,258,0,0.0,30117000222,,,276.0,0.93,0,0.0
781,015020,이스타코,KOSPI,서비스업,699,-2,-0.29,29953268400,307.0,2.28,1141.0,0.61,0,0.0
782,019490,하이트론,KOSPI,전기전자,4630,-170,-3.54,27988081460,,,3091.0,1.5,0,0.0
783,001770,신화실업,KOSPI,철강금속,21950,-500,-2.23,26666572100,793.0,27.68,28118.0,0.78,100,0.46
784,009730,코센,KOSDAQ,금속,905,0,0.0,26398999325,,,230.0,3.93,0,0.0
785,002420,세기상사,KOSPI,서비스업,61600,0,0.0,25107667200,,,55045.0,1.12,0,0.0
786,009810,엔케이물산,KOSPI,유통업,537,-60,-10.05,22440805770,,,802.0,0.67,0,0.0
787,004920,씨아이테크,KOSPI,기타제조업,891,-5,-0.56,22338057852,,,1692.0,0.53,0,0.0
788,008500,일정실업,KOSPI,섬유의복,18300,-150,-0.81,21960000000,,,24611.0,0.74,0,0.0
789,058450,일야,KOSDAQ,IT부품,685,0,0.0,21741900000,,,607.0,1.13,0,0.0
790,053660,현진소재,KOSDAQ,금속,400,0,0.0,21280401200,,,,,0,0.0
791,011300,성안,KOSPI,섬유의복,374,1,0.27,21264839640,,,1131.0,0.33,0,0.0
792,010580,지코,KOSPI,운수장비,306,0,0.0,19761980616,,,314.0,0.97,0,0.0
793,141020,포티스,KOSDAQ,유통,108,0,0.0,18839533608,,,370.0,0.29,0,0.0
794,025890,한국주강,KOSPI,기계,1600,0,0.0,18094814400,,,2848.0,0.56,0,0.0
795,050540,한국코퍼레이션,KOSDAQ,기타서비스,282,0,0.0,14434337226,,,974.0,0.29,0,0.0
796,033790,스카이문스테크놀로지,KOSDAQ,통신장비,829,0,0.0,14190075900,,,1168.0,0.71,0,0.0
797,058220,아리온,KOSDAQ,통신장비,275,0,0.0,10717917100,,,523.0,0.53,0,0.0
798,121890,에스디시스템,KOSDAQ,정보기기,739,0,0.0,7101198800,,,1021.0,0.72,0,0.0
799,114570,지스마트글로벌,KOSDAQ,유통,620,0,0.0,7030424280,,,4180.0,0.15,0,0.0
