종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"007660","이수페타시스","KOSPI","전기전자","3905","35","0.90","161153094190"
"005950","이수화학","KOSPI","화학","15700","-250","-1.57","438964840800"
"015020","이스타코","KOSPI","서비스업","3440","-115","-3.23","147409504000"
"093230","이아이디","KOSPI","유통업","399","1","0.25","333397698795"
"074610","이엔플러스","KOSPI","기계","3445","-15","-0.43","176911584525"
"102460","이연제약","KOSPI","의약품","56700","2700","5.00","1020519315900"
"084680","이월드","KOSPI","기타제조업","2470","-45","-1.79","350261296710"
"350520","이지스레지던스리츠","KOSPI","서비스업","5430","10","0.18","111858000000"
"334890","이지스밸류리츠","KOSPI","서비스업","5900","50","0.85","141600000000"
"000760","이화산업","KOSPI","유통업","16950","350","2.11","47460000000"
"014990","인디에프","KOSPI","섬유의복","1660","-45","-2.64","97828771700"
"101140","인바이오젠","KOSPI","유통업","3575","95","2.73","184331994275"
"006490","인스코비","KOSPI","통신업","3410","-95","-2.71","374582021000"
"023800","인지컨트롤스","KOSPI","운수장비","17700","-250","-1.39","268334265600"
"034590","인천도시가스","KOSPI","전기가스업","29100","0","0.00","127305341400"
"129260","인터지스","KOSPI","운수창고업","3750","-75","-1.96","111554527500"
"023810","인팩","KOSPI","운수장비","16350","-500","-2.97","163500000000"
"249420","일동제약","KOSPI","의약품","14500","0","0.00","345147632500"
"000230","일동홀딩스","KOSPI","의약품","13900","50","0.36","160411560000"
"013360","일성건설","KOSPI","건설업","6620","-270","-3.92","357644705600"
"003120","일성신약","KOSPI","의약품","78300","-200","-0.25","208278000000"
"003200","일신방직","KOSPI","섬유의복","115500","-1500","-1.28","277200000000"
"007110","일신석재","KOSPI","유통업","2740","-50","-1.79","212231111400"
"007570","일양약품","KOSPI","의약품","31100","-200","-0.64","593564150400"
"007575","일양약품우","KOSPI","의약품","29850","-250","-0.83","13285638000"
"008500","일정실업","KOSPI","섬유의복","23350","2050","9.62","28020000000"
"081000","일진다이아","KOSPI","화학","38950","-400","-1.02","553205876250"
"020760","일진디스플","KOSPI","전기전자","3730","-5","-0.13","128566706780"
"020150","일진머티리얼즈","KOSPI","전기전자","104500","-500","-0.48","4818582257500"
"103590","일진전기","KOSPI","전기전자","5950","-20","-0.34","220628320500"
"271940","일진하이솔루스","KOSPI","운수장비","73200","-800","-1.08","2658125508000"
"015860","일진홀딩스","KOSPI","기타금융","6840","-180","-2.56","337536783720"
"226320","잇츠한불","KOSPI","화학","22600","-350","-1.53","495602519000"
"317400","자이에스앤디","KOSPI","서비스업","9450","230","2.49","366494814000"
"033240","자화전자","KOSPI","전기전자","19400","-200","-1.02","347260000000"
"000950","전방","KOSPI","섬유의복","41150","700","1.73","69132000000"
"348950","제이알글로벌리츠","KOSPI","서비스업","5470","30","0.55","905832000000"
"194370","제이에스코퍼레이션","KOSPI","기타제조업","25950","0","0.00","346058845950"
"025620","제이준코스메틱","KOSPI","화학","1205","-30","-2.43","89679237820"
"036420","제이콘텐트리","KOSPI","서비스업","68400","3200","4.91","1206633866400"
"030000","제일기획","KOSPI","서비스업","24600","-50","-0.20","2830014135000"
"271980","제일약품","KOSPI","의약품","34900","-1000","-2.79","513200032800"
"001560","제일연마","KOSPI","비금속광물","8800","70","0.80","88000000000"
"002620","제일파마홀딩스","KOSPI","서비스업","17650","-350","-1.94","281929715750"
"006220","제주은행","KOSPI","은행","6580","-200","-2.95","211407332920"
"089590","제주항공","KOSPI","운수창고업","22250","-750","-3.26","856616433750"
"004910","조광페인트","KOSPI","화학","8280","70","0.85","105984000000"
"004700","조광피혁","KOSPI","기타제조업","58500","800","1.39","388974573000"
"001550","조비","KOSPI","화학","26000","-450","-1.70","134998214000"
"000480","조선내화","KOSPI","비금속광물","88100","-100","-0.11","352400000000"
"120030","조선선재","KOSPI","기계","111000","4000","3.74","139599261000"
"018470","조일알미늄","KOSPI","철강금속","2355","-110","-4.46","241697702955"
"002600","조흥","KOSPI","음식료품","208000","-500","-0.24","124800000000"
"185750","종근당","KOSPI","의약품","119000","-1000","-0.83","1359705781000"
"063160","종근당바이오","KOSPI","의약품","42750","-650","-1.50","234524875500"
"001630","종근당홀딩스","KOSPI","의약품","82800","-200","-0.24","414816490800"
"044380","주연테크","KOSPI","전기전자","1190","-25","-2.06","64988385910"
"013890","지누스","KOSPI","기타제조업","75900","900","1.20","1199254155000"
"013870","지엠비코리아","KOSPI","운수장비","6790","-130","-1.88","129500781200"
"071320","지역난방공사","KOSPI","전기가스업","42150","-200","-0.47","488044059600"
"010580","지코","KOSPI","운수장비","1530","0","0.00","100210979160"
"035000","지투알","KOSPI","서비스업","6460","-40","-0.62","107025462140"
"088790","진도","KOSPI","유통업","3390","25","0.74","42197852160"
"003780","진양산업","KOSPI","화학","7000","130","1.89","91000000000"
"010640","진양폴리","KOSPI","화학","4015","-140","-3.37","40150000000"
"100250","진양홀딩스","KOSPI","화학","3215","0","0.00","179703363780"
"051630","진양화학","KOSPI","화학","4425","0","0.00","53100000000"
"272450","진에어","KOSPI","운수창고업","21850","-1000","-4.38","983250000000"
"011000","진원생명과학","KOSPI","의약품","26450","-550","-2.04","1195844386600"
"002780","진흥기업","KOSPI","건설업","2160","-50","-2.26","314218969200"
"002787","진흥기업2우B","KOSPI","건설업","14700","-50","-0.34","4333677600"
"002785","진흥기업우B","KOSPI","건설업","5990","-30","-0.50","5134735820"
"009310","참엔지니어링","KOSPI","기계","1255","0","0.00","69688347820"
"000650","천일고속","KOSPI","운수창고업","69000","-200","-0.29","98616180000"
"033250","체시스","KOSPI","운수장비","1380","0","0.00","44160000000"
"035720","카카오","KOSPI","서비스업","128500","1000","0.78","57228929620000"
"323410","카카오뱅크","KOSPI","은행","62000","100","0.16","29456214694000"
"006380","카프로","KOSPI","화학","4135","-100","-2.36","165400000000"
"109070","컨버즈","KOSPI","종이목재","4100","0","0.00","66185504600"
"001620","케이비아이동국실업","KOSPI","운수장비","1050","-35","-3.23","91578875850"
"029460","케이씨","KOSPI","의료정밀","23050","-50","-0.22","312420714200"
"281820","케이씨텍","KOSPI","의료정밀","22450","0","0.00","468341932200"
"381970","케이카","KOSPI","유통업","24900","100","0.40","1197354671700"
"145270","케이탑리츠","KOSPI","서비스업","1510","-10","-0.66","69798431770"
"357120","코람코에너지리츠","KOSPI","서비스업","6650","50","0.76","462973000000"
"007815","코리아써우","KOSPI","전기전자","6810","-70","-1.02","20189538900"
"007810","코리아써키트","KOSPI","전기전자","15700","250","1.62","370845790700"
"00781K","코리아써키트2우B","KOSPI","전기전자","8720","-50","-0.57","6833855280"
"003690","코리안리","KOSPI","보험","9990","20","0.20","1202487468840"
"192820","코스맥스","KOSPI","화학","131000","0","0.00","1486785679000"
"044820","코스맥스비티아이","KOSPI","기타금융","17700","-400","-2.21","169989401700"
"005070","코스모신소재","KOSPI","화학","44700","-850","-1.87","1344883938300"
"005420","코스모화학","KOSPI","화학","16300","-400","-2.40","453054473900"
"071950","코아스","KOSPI","기타제조업","1255","-35","-2.71","38788548550"
"002020","코오롱","KOSPI","기타금융","36050","-850","-2.30","455182657300"
"003070","코오롱글로벌","KOSPI","건설업","26550","-350","-1.30","669337128900"
"003075","코오롱글로벌우","KOSPI","건설업","33350","100","0.30","10431980050"
"144620","코오롱머티리얼","KOSPI","화학","3075","0","0.00","211125302625"
"002025","코오롱우","KOSPI","기타금융","21050","-250","-1.17","22658009500"
"120110","코오롱인더","KOSPI","화학","89800","-1800","-1.97","2422699832000"
"120115","코오롱인더우","KOSPI","화학","41700","-650","-1.53","115419762000"
"138490","코오롱플라스틱","KOSPI","화학","17300","350","2.06","657400000000"
"021240","코웨이","KOSPI","서비스업","81200","-1300","-1.58","5992529062800"
"031820","콤텍시스템","KOSPI","서비스업","950","-13","-1.35","114998892700"
"192400","쿠쿠홀딩스","KOSPI","기타금융","23200","-350","-1.49","825042692000"
"284740","쿠쿠홈시스","KOSPI","서비스업","45300","0","0.00","1016411049000"
"015590","큐로","KOSPI","기계","514","-4","-0.77","118842781932"
"264900","크라운제과","KOSPI","음식료품","10550","0","0.00","132126617500"
"26490K","크라운제과우","KOSPI","음식료품","14800","50","0.34","11448688000"
"005740","크라운해태홀딩스","KOSPI","기타금융","9020","-40","-0.44","133923069940"
"005745","크라운해태홀딩스우","KOSPI","기타금융","13750","-150","-1.08","8259982500"
"259960","크래프톤","KOSPI","서비스업","489500","-8500","-1.71","23964228777500"
"020120","키다리스튜디오","KOSPI","서비스업","17950","900","5.28","597678134400"
"039490","키움증권","KOSPI","증권","109500","0","0.00","2871036673500"
"014580","태경비케이","KOSPI","비금속광물","5630","-70","-1.23","155292853000"
"015890","태경산업","KOSPI","화학","6440","-20","-0.31","188233150000"
"006890","태경케미컬","KOSPI","화학","13700","-500","-3.52","158920000000"
"003240","태광산업","KOSPI","화학","1029000","-30000","-2.83","1145688600000"
"011280","태림포장","KOSPI","종이목재","4325","10","0.23","306235690500"
"004100","태양금속","KOSPI","운수장비","1790","-50","-2.72","65693000000"
"004105","태양금속우","KOSPI","운수장비","3080","-50","-1.60","10164000000"
"009410","태영건설","KOSPI","건설업","11300","50","0.44","439559807400"
"009415","태영건설우","KOSPI","건설업","13150","0","0.00","17123167300"
"001420","태원물산","KOSPI","운수장비","5400","-270","-4.76","41040000000"
"007980","태평양물산","KOSPI","섬유의복","2705","-90","-3.22","130244632835"
"055490","테이팩스","KOSPI","화학","72000","-2000","-2.70","339670800000"
"078000","텔코웨어","KOSPI","서비스업","11150","-150","-1.33","108185171900"
"214420","토니모리","KOSPI","화학","7160","-170","-2.32","131627442360"
"019180","티에이치엔","KOSPI","전기전자","4290","-320","-6.94","77220000000"
"363280","티와이홀딩스","KOSPI","기타금융","27500","-200","-0.72","1104719412500"
"36328K","티와이홀딩스우","KOSPI","기타금융","23800","-100","-0.42","29877044400"
"091810","티웨이항공","KOSPI","운수창고업","4130","-5","-0.12","455664052270"
"004870","티웨이홀딩스","KOSPI","비금속광물","1280","-20","-1.54","99159910400"
"005690","파미셀","KOSPI","의약품","12600","-300","-2.33","755482770000"
"036580","팜스코","KOSPI","음식료품","6300","-640","-9.22","231386040900"
"004720","팜젠사이언스","KOSPI","의약품","11600","-450","-3.73","170670022800"
"028670","팬오션","KOSPI","운수창고업","6240","-50","-0.79","3335713754880"
"010820","퍼스텍","KOSPI","기계","2165","-45","-2.04","104053060900"
"016800","퍼시스","KOSPI","기타제조업","38300","0","0.00","440450000000"
"001020","페이퍼코리아","KOSPI","종이목재","1835","-20","-1.08","74836542595"
"090080","평화산업","KOSPI","운수장비","2225","-10","-0.45","122157526275"
"010770","평화홀딩스","KOSPI","운수장비","5180","0","0.00","75759913880"
"058430","포스코강판","KOSPI","철강금속","59000","-900","-1.50","354000000000"
"047050","포스코인터내셔널","KOSPI","유통업","21800","-500","-2.24","2689578248200"
"003670","포스코케미칼","KOSPI","비금속광물","149000","-1500","-1.00","11542019780000"
"007630","폴루스바이오팜","KOSPI","유통업","1225","0","0.00","55134426375"
"017810","풀무원","KOSPI","음식료품","17400","-200","-1.14","663297430800"
"103140","풍산","KOSPI","철강금속","33750","-300","-0.88","945819382500"
"005810","풍산홀딩스","KOSPI","기타금융","29400","-600","-2.00","306040123200"
"950210","프레스티지바이오파마","KOSPI","서비스업","25100","-600","-2.33","1508413490500"
"086790","하나금융지주","KOSPI","기타금융","46250","-1100","-2.32","13886195367500"
"293480","하나제약","KOSPI","의약품","20900","50","0.24","371454571400"
"039130","하나투어","KOSPI","서비스업","86500","-500","-0.57","1205739502500"
"172580","하이골드12호","KOSPI","서비스업","2700","0","0.00","35220150000"
"153360","하이골드3호","KOSPI","서비스업","2465","-5","-0.20","39809232350"
"352820","하이브","KOSPI","서비스업","348500","6500","1.90","13609209724500"
"071090","하이스틸","KOSPI","철강금속","3445","25","0.73","68898070800"
"019490","하이트론","KOSPI","전기전자","3775","-65","-1.69","27638073600"
"000080","하이트진로","KOSPI","음식료품","35750","-1150","-3.12","2507276593250"
"000087","하이트진로2우B","KOSPI","음식료품","21050","-250","-1.17","23789404900"
"000140","하이트진로홀딩스","KOSPI","기타금융","15150","-250","-1.62","351582489750"
"000145","하이트진로홀딩스우","KOSPI","기타금융","17850","-150","-0.83","8403958500"
"152550","한국ANKOR유전","KOSPI","기타금융","1595","0","0.00","111681900000"
"036460","한국가스공사","KOSPI","전기가스업","45150","-600","-1.31","4167931950000"
"005430","한국공항","KOSPI","운수창고업","48600","-1600","-3.19","153884853000"
"071050","한국금융지주","KOSPI","기타금융","88000","-1700","-1.90","4903887296000"
"071055","한국금융지주우","KOSPI","기타금융","69100","-1100","-1.57","404805144100"
"010040","한국내화","KOSPI","비금속광물","4100","-30","-0.73","168374954200"
"025540","한국단자","KOSPI","전기전자","76200","-300","-0.39","793623000000"
"004090","한국석유","KOSPI","비금속광물","12900","-100","-0.77","163754148000"
"002200","한국수출포장","KOSPI","종이목재","26200","-100","-0.38","104800000000"
"002960","한국쉘석유","KOSPI","화학","281500","-500","-0.18","365950000000"
"000240","한국앤컴퍼니","KOSPI","기타금융","17300","-50","-0.29","1642379652000"
"123890","한국자산신탁","KOSPI","기타금융","4400","-35","-0.79","545502108800"
"015760","한국전력","KOSPI","전기가스업","22900","-50","-0.22","14700977363300"
"006200","한국전자홀딩스","KOSPI","기타금융","1620","10","0.62","75821080320"
"009540","한국조선해양","KOSPI","운수장비","104500","500","0.48","7395790622000"
"023350","한국종합기술","KOSPI","서비스업","7620","0","0.00","83439000000"
"025890","한국주강","KOSPI","기계","6100","-30","-0.49","68986479900"
"000970","한국주철관","KOSPI","철강금속","9960","-40","-0.40","227092980000"
"104700","한국철강","KOSPI","철강금속","9130","-110","-1.19","420436500000"
"017960","한국카본","KOSPI","기계","13000","200","1.56","571489841000"
"161890","한국콜마","KOSPI","화학","46500","-800","-1.69","1063974870000"
"024720","한국콜마홀딩스","KOSPI","기타금융","23800","-400","-1.65","442125912200"
"161390","한국타이어앤테크놀로지","KOSPI","화학","43450","0","0.00","5382371748050"
"034830","한국토지신탁","KOSPI","기타금융","2350","-30","-1.26","593349690500"
"007280","한국특강","KOSPI","철강금속","2970","-140","-4.50","158130153720"
"168490","한국패러랠","KOSPI","기타금융","2080","5","0.24","166441600000"
"010100","한국프랜지","KOSPI","운수장비","2945","15","0.51","89676486900"
"047810","한국항공우주","KOSPI","운수장비","30900","-500","-1.59","3011980806300"
"123690","한국화장품","KOSPI","유통업","11000","100","0.92","176748000000"
"003350","한국화장품제조","KOSPI","화학","33300","200","0.60","150915600000"
"011500","한농화성","KOSPI","화학","19100","100","0.53","298667502200"
"002390","한독","KOSPI","의약품","24250","-100","-0.41","333765675250"
"014790","한라","KOSPI","건설업","5840","90","1.57","221094229840"
"060980","한라홀딩스","KOSPI","기타금융","51100","200","0.39","535122777000"
"053690","한미글로벌","KOSPI","서비스업","10650","-50","-0.47","116697907500"
"042700","한미반도체","KOSPI","기계","31550","-100","-0.32","1560459119350"
"008930","한미사이언스","KOSPI","기타금융","59300","-500","-0.84","3991163432300"
"128940","한미약품","KOSPI","의약품","273000","-3500","-1.27","3297370986000"
"009240","한샘","KOSPI","유통업","101500","-6500","-6.02","2388693692000"
"020000","한섬","KOSPI","섬유의복","43500","-450","-1.02","1071405000000"
"003680","한성기업","KOSPI","음식료품","6820","20","0.29","42348892300"
"105630","한세실업","KOSPI","섬유의복","24700","150","0.61","988000000000"
"069640","한세엠케이","KOSPI","유통업","5470","-320","-5.53","70613991340"
"016450","한세예스24홀딩스","KOSPI","섬유의복","8320","-20","-0.24","332800000000"
"010420","한솔PNS","KOSPI","유통업","2180","-15","-0.68","44674766160"
"009180","한솔로지스틱스","KOSPI","운수창고업","4770","-55","-1.14","131067317250"
"213500","한솔제지","KOSPI","종이목재","15100","0","0.00","359388697600"
"014680","한솔케미칼","KOSPI","화학","336000","-3000","-0.88","3808625520000"
"004710","한솔테크닉스","KOSPI","전기전자","6780","-90","-1.31","217704972840"
"004150","한솔홀딩스","KOSPI","기타금융","3855","-25","-0.64","161943064335"
"025750","한솔홈데코","KOSPI","종이목재","2000","-40","-1.96","161130298000"
"004960","한신공영","KOSPI","건설업","19700","0","0.00","227942829400"
"011700","한신기계","KOSPI","기계","4675","-125","-2.60","151685755925"
"001750","한양증권","KOSPI","증권","18350","-150","-0.81","233568598900"
"001755","한양증권우","KOSPI","증권","21900","-100","-0.45","11497500000"
"018880","한온시스템","KOSPI","기계","14850","-250","-1.66","7926930000000"
"009420","한올바이오파마","KOSPI","의약품","20900","-100","-0.48","1091829334200"
"014130","한익스프레스","KOSPI","운수창고업","6150","-80","-1.28","73800000000"
"300720","한일시멘트","KOSPI","비금속광물","15500","100","0.65","1073553870000"
"002220","한일철강","KOSPI","철강금속","3450","180","5.50","92106237000"
"006390","한일현대시멘트","KOSPI","비금속광물","31250","-200","-0.64","555454218750"
"003300","한일홀딩스","KOSPI","비금속광물","13400","-50","-0.37","386131452000"
"051600","한전KPS","KOSPI","건설업","43600","150","0.35","1962000000000"
"052690","한전기술","KOSPI","서비스업","74200","-400","-0.54","2835924000000"
"130660","한전산업","KOSPI","서비스업","17950","500","2.87","585170000000"
"002320","한진","KOSPI","운수창고업","34950","-100","-0.29","522419598600"
"097230","한진중공업","KOSPI","건설업","9700","-80","-0.82","807760525700"
"003480","한진중공업홀딩스","KOSPI","전기가스업","4660","35","0.76","137608923920"
"180640","한진칼","KOSPI","운수창고업","57200","-500","-0.87","3817463535600"
"18064K","한진칼우","KOSPI","운수창고업","37400","-150","-0.40","20075048400"
"005110","한창","KOSPI","유통업","1155","-35","-2.94","77142760695"
"009460","한창제지","KOSPI","종이목재","2120","-50","-2.30","126495070320"
"372910","한컴라이프케어","KOSPI","의료정밀","8260","-90","-1.08","228590593560"
"000880","한화","KOSPI","화학","34800","0","0.00","2608563978000"
"00088K","한화3우B","KOSPI","화학","16450","50","0.30","369664400000"
"088350","한화생명","KOSPI","보험","3590","10","0.28","3118022700000"
"000370","한화손해보험","KOSPI","보험","4785","5","0.10","558595708275"
"009830","한화솔루션","KOSPI","화학","42650","-1000","-2.29","8158027897050"
"009835","한화솔루션우","KOSPI","화학","43300","-700","-1.59","48657812100"
"272210","한화시스템","KOSPI","전기전자","16250","-300","-1.81","3069940071250"
"012450","한화에어로스페이스","KOSPI","운수장비","44900","-1500","-3.23","2273287000000"
"000885","한화우","KOSPI","화학","39700","-200","-0.50","19027971800"
"003530","한화투자증권","KOSPI","증권","5850","80","1.39","1255104483750"
"003535","한화투자증권우","KOSPI","증권","15400","-500","-3.14","73920000000"
"195870","해성디에스","KOSPI","전기전자","45100","0","0.00","766700000000"
"101530","해태제과식품","KOSPI","음식료품","8450","0","0.00","246037145900"
"143210","핸즈코퍼레이션","KOSPI","운수장비","5610","-20","-0.36","122652933480"
"000720","현대건설","KOSPI","건설업","50800","-700","-1.36","5656872862000"
"267270","현대건설기계","KOSPI","기계","42550","1250","3.03","838268742150"
"000725","현대건설우","KOSPI","건설업","153000","-5000","-3.16","15124968000"
"005440","현대그린푸드","KOSPI","유통업","9850","-20","-0.20","962389147700"
"086280","현대글로비스","KOSPI","운수창고업","171500","-2500","-1.44","6431250000000"
"042670","현대두산인프라코어","KOSPI","기계","10600","1280","13.73","842958353800"
"064350","현대로템","KOSPI","운수장비","22950","-950","-3.97","2504815624350"
"079430","현대리바트","KOSPI","기타제조업","16050","-250","-1.53","329591276100"
"012330","현대모비스","KOSPI","운수장비","267000","-3500","-1.29","25309756098000"
"010620","현대미포조선","KOSPI","운수장비","76000","3700","5.12","3035603324000"
"069960","현대백화점","KOSPI","유통업","85400","-200","-0.23","1998568461400"
"004560","현대비앤지스틸","KOSPI","철강금속","17200","-300","-1.71","259355549200"
"004565","현대비앤지스틸우","KOSPI","철강금속","80000","-1000","-1.23","8788160000"
"004310","현대약품","KOSPI","의약품","6000","-60","-0.99","192000000000"
"322000","현대에너지솔루션","KOSPI","전기전자","23500","-400","-1.67","263200000000"
"017800","현대엘리베이","KOSPI","기계","48350","-300","-0.62","1973414484850"
"307950","현대오토에버","KOSPI","서비스업","119000","-2500","-2.06","3263453858000"
"011210","현대위아","KOSPI","운수장비","87000","-400","-0.46","2365972221000"
"267260","현대일렉트릭","KOSPI","전기전자","21150","-2600","-10.95","762396905250"
"004020","현대제철","KOSPI","철강금속","45700","-500","-1.08","6098472374500"
"329180","현대중공업","KOSPI","운수장비","113500","5000","4.61","10075748666000"
"267250","현대중공업지주","KOSPI","화학","65100","0","0.00","5142449833500"
"005380","현대차","KOSPI","운수장비","213500","0","0.00","45618157924500"
"005387","현대차2우B","KOSPI","운수장비","99800","-200","-0.20","3641248009800"
"005389","현대차3우B","KOSPI","운수장비","93900","0","0.00","228058216500"
"005385","현대차우","KOSPI","운수장비","99800","500","0.50","2430797163000"
"001500","현대차증권","KOSPI","증권","13050","-50","-0.38","413848934100"
"011760","현대코퍼레이션","KOSPI","유통업","18950","-150","-0.79","250688905700"
"227840","현대코퍼레이션홀딩스","KOSPI","유통업","13450","-50","-0.37","122406244200"
"126560","현대퓨처넷","KOSPI","서비스업","4810","-115","-2.34","542936426760"
"001450","현대해상","KOSPI","보험","28100","0","0.00","2512140000000"
"057050","현대홈쇼핑","KOSPI","유통업","71500","-1000","-1.38","858000000000"
"093240","형지엘리트","KOSPI","섬유의복","3985","-115","-2.80","124151870030"
"003010","혜인","KOSPI","유통업","6110","60","0.99","77674884170"
"111110","호전실업","KOSPI","섬유의복","14200","200","1.43","113600000000"
"008770","호텔신라","KOSPI","유통업","89100","-2200","-2.41","3497007581100"
"008775","호텔신라우","KOSPI","유통업","89700","-1000","-1.10","67443546300"
"002460","화성산업","KOSPI","건설업","13850","0","0.00","172443580000"
"378850","화승알앤에이","KOSPI","운수장비","6240","-260","-4.00","118520207520"
"241590","화승엔터프라이즈","KOSPI","기타제조업","17600","-200","-1.12","1066046168000"
"006060","화승인더","KOSPI","화학","7030","-100","-1.40","388899600000"
"013520","화승코퍼레이션","KOSPI","운수장비","2925","-95","-3.15","146399912100"
"010690","화신","KOSPI","운수장비","9820","-40","-0.41","342918426200"
"133820","화인베스틸","KOSPI","철강금속","3435","-20","-0.58","101504250000"
"010660","화천기계","KOSPI","기계","2700","90","3.45","59400000000"
"000850","화천기공","KOSPI","기계","36400","-150","-0.41","80080000000"
"016580","환인제약","KOSPI","의약품","18300","50","0.27","340381281000"
"032560","황금에스티","KOSPI","철강금속","9280","-20","-0.22","148480000000"
"004800","효성","KOSPI","기타금융","105000","-1500","-1.41","2212457625000"
"094280","효성ITX","KOSPI","서비스업","19450","50","0.26","224806990000"
"298040","효성중공업","KOSPI","전기전자","69900","100","0.14","651785905200"
"298050","효성첨단소재","KOSPI","화학","720000","-23000","-3.10","3225562560000"
"298020","효성티앤씨","KOSPI","화학","606000","-15000","-2.42","2622575292000"
"298000","효성화학","KOSPI","화학","298000","-3500","-1.16","950657548000"
"093370","후성","KOSPI","화학","20050","-250","-1.23","1856766720950"
"081660","휠라홀딩스","KOSPI","유통업","38500","-100","-0.26","2338960547000"
"005870","휴니드","KOSPI","전기전자","7320","-130","-1.74","103329229800"
"079980","휴비스","KOSPI","화학","9970","-30","-0.30","343965000000"
"005010","휴스틸","KOSPI","철강금속","15500","50","0.32","121483032500"
"069260","휴켐스","KOSPI","화학","26150","-450","-1.69","1068975076200"
"000540","흥국화재","KOSPI","보험","3935","-75","-1.87","252794808075"
"000547","흥국화재2우B","KOSPI","보험","28150","-200","-0.71","4323840000"
"000545","흥국화재우","KOSPI","보험","8510","-80","-0.93","6535680000"
"003280","흥아해운","KOSPI","운수창고업","3630","-70","-1.89","872725246140"